station_id,date,daily_validations,rolling_7d_avg
20026,2023-03-30,563.0,370.42857142857144
20026,2023-03-31,169.0,371.42857142857144
20026,2023-04-01,0.0,371.42857142857144
20026,2023-04-02,499.0,364.7142857142857
20026,2023-04-03,586.0,407.2857142857143
20026,2023-04-04,451.0,395.42857142857144
20026,2023-04-05,170.0,348.2857142857143
20026,2023-04-06,12.0,269.57142857142856
20026,2023-04-07,124.0,263.14285714285717
20026,2023-04-08,4.0,263.7142857142857
20026,2023-04-09,303.0,235.71428571428572
20026,2023-04-10,334.0,199.71428571428572
20026,2023-04-11,150.0,156.71428571428572
20026,2023-04-12,14.0,134.42857142857142
20026,2023-04-13,415.0,192.0
20026,2023-04-14,185.0,200.71428571428572
20026,2023-04-15,0.0,200.14285714285714
20026,2023-04-16,544.0,234.57142857142858
20026,2023-04-17,609.0,273.85714285714283
20026,2023-04-18,607.0,339.14285714285717
20026,2023-04-19,618.0,425.42857142857144
20026,2023-04-20,513.0,439.42857142857144
20026,2023-04-21,151.0,434.57142857142856
20026,2023-04-22,4.0,435.14285714285717
20026,2023-04-23,542.0,434.85714285714283
20026,2023-04-24,585.0,431.42857142857144
20026,2023-04-25,282.0,385.0
20026,2023-04-26,91.0,309.7142857142857
20026,2023-04-27,549.0,314.85714285714283
20026,2023-04-28,202.0,322.14285714285717
20026,2023-04-29,1.0,321.7142857142857
20026,2023-04-30,551.0,323.0
20026,2023-05-01,637.0,330.42857142857144
20026,2023-05-02,660.0,384.42857142857144
20026,2023-05-03,565.0,452.14285714285717
20026,2023-05-04,472.0,441.14285714285717
20026,2023-05-05,160.0,435.14285714285717
20026,2023-05-06,3.0,435.42857142857144
20026,2023-05-07,592.0,441.2857142857143
20026,2023-05-08,661.0,444.7142857142857
20026,2023-05-09,618.0,438.7142857142857
20026,2023-05-10,545.0,435.85714285714283
20026,2023-05-11,524.0,443.2857142857143
20026,2023-05-12,158.0,443.0
20026,2023-05-13,9.0,443.85714285714283
20026,2023-05-14,589.0,443.42857142857144
20026,2023-05-15,605.0,435.42857142857144
20026,2023-05-16,640.0,438.57142857142856
20026,2023-05-17,584.0,444.14285714285717
20026,2023-05-18,530.0,445.0
20026,2023-05-19,182.0,448.42857142857144
20026,2023-05-20,2.0,447.42857142857144
20026,2023-05-21,551.0,442.0
20026,2023-05-22,634.0,446.14285714285717
20026,2023-05-23,591.0,439.14285714285717
20026,2023-05-24,604.0,442.0
20026,2023-05-25,222.0,398.0
20026,2023-05-26,0.0,372.0
20026,2023-05-27,6.0,372.57142857142856
20026,2023-05-28,611.0,381.14285714285717
20026,2023-05-29,598.0,376.0
20026,2023-05-30,599.0,377.14285714285717
20026,2023-05-31,605.0,377.2857142857143
20026,2023-06-01,541.0,422.85714285714283
20026,2023-06-02,200.0,451.42857142857144
20026,2023-06-03,0.0,450.57142857142856
20026,2023-06-04,548.0,441.57142857142856
20026,2023-06-05,598.0,441.57142857142856
20026,2023-06-06,620.0,444.57142857142856
20026,2023-06-07,585.0,441.7142857142857
20026,2023-06-08,519.0,438.57142857142856
20026,2023-06-09,202.0,438.85714285714283
20026,2023-06-10,0.0,438.85714285714283
20026,2023-06-11,561.0,440.7142857142857
20026,2023-06-12,591.0,439.7142857142857
20026,2023-06-13,599.0,436.7142857142857
20026,2023-06-14,573.0,435.0
20026,2023-06-15,574.0,442.85714285714283
20026,2023-06-16,195.0,441.85714285714283
20026,2023-06-17,10.0,443.2857142857143
20026,2023-06-18,537.0,439.85714285714283
20026,2023-06-19,615.0,443.2857142857143
20026,2023-06-20,579.0,440.42857142857144
20026,2023-06-21,583.0,441.85714285714283
20026,2023-06-22,574.0,441.85714285714283
20026,2023-06-23,182.0,440.0
20026,2023-06-24,0.0,438.57142857142856
20026,2023-06-25,589.0,446.0
20026,2023-06-26,634.0,448.7142857142857
20026,2023-06-27,590.0,450.2857142857143
20026,2023-06-28,494.0,437.57142857142856
20026,2023-06-29,470.0,422.7142857142857
20026,2023-06-30,155.0,418.85714285714283
20026,2023-07-01,0.0,418.85714285714283
20026,2023-07-02,309.0,378.85714285714283
20026,2023-07-03,562.0,368.57142857142856
20026,2023-07-04,549.0,362.7142857142857
20026,2023-07-05,533.0,368.2857142857143
20026,2023-07-06,530.0,376.85714285714283
20026,2023-07-07,200.0,383.2857142857143
20026,2023-07-08,0.0,383.2857142857143
20026,2023-07-09,529.0,414.7142857142857
20026,2023-07-10,623.0,423.42857142857144
20026,2023-07-11,340.0,393.57142857142856
20026,2023-07-12,586.0,401.14285714285717
20026,2023-07-13,525.0,400.42857142857144
20026,2023-07-14,195.0,399.7142857142857
20026,2023-07-15,0.0,399.7142857142857
20026,2023-07-16,540.0,401.2857142857143
20026,2023-07-17,615.0,400.14285714285717
20026,2023-07-18,139.0,371.42857142857144
20026,2023-07-19,636.0,378.57142857142856
20026,2023-07-20,548.0,381.85714285714283
20026,2023-07-21,181.0,379.85714285714283
20026,2023-07-22,0.0,379.85714285714283
20026,2023-07-23,334.0,350.42857142857144
20026,2023-07-24,371.0,315.57142857142856
20026,2023-07-25,537.0,372.42857142857144
20026,2023-07-26,589.0,365.7142857142857
20026,2023-07-27,354.0,338.0
20026,2023-07-28,154.0,334.14285714285717
20026,2023-07-29,0.0,334.14285714285717
20026,2023-07-30,615.0,374.2857142857143
20026,2023-07-31,609.0,408.2857142857143
20026,2023-08-01,641.0,423.14285714285717
20026,2023-08-02,576.0,421.2857142857143
20026,2023-08-03,534.0,447.0
20026,2023-08-04,174.0,449.85714285714283
20026,2023-08-05,3.0,450.2857142857143
20026,2023-08-06,553.0,441.42857142857144
20026,2023-08-07,632.0,444.7142857142857
20026,2023-08-08,526.0,428.2857142857143
20026,2023-08-09,587.0,429.85714285714283
20026,2023-08-10,474.0,421.2857142857143
20026,2023-08-11,159.0,419.14285714285717
20026,2023-08-12,0.0,418.7142857142857
20026,2023-08-13,562.0,420.0
20026,2023-08-14,650.0,422.57142857142856
20026,2023-08-15,658.0,441.42857142857144
20026,2023-08-16,614.0,445.2857142857143
20026,2023-08-17,530.0,453.2857142857143
20026,2023-08-18,159.0,453.2857142857143
20026,2023-08-19,1.0,453.42857142857144
20026,2023-08-20,508.0,445.7142857142857
20026,2023-08-21,405.0,410.7142857142857
20026,2023-08-22,545.0,394.57142857142856
20026,2023-08-23,512.0,380.0
20026,2023-08-24,496.0,375.14285714285717
20026,2023-08-25,191.0,379.7142857142857
20026,2023-08-26,0.0,379.57142857142856
20026,2023-08-27,547.0,385.14285714285717
20026,2023-08-28,606.0,413.85714285714283
20026,2023-08-29,596.0,421.14285714285717
20026,2023-08-30,507.0,420.42857142857144
20026,2023-08-31,526.0,424.7142857142857
20026,2023-09-01,181.0,423.2857142857143
20026,2023-09-02,1.0,423.42857142857144
20026,2023-09-03,592.0,429.85714285714283
20026,2023-09-04,596.0,428.42857142857144
20026,2023-09-05,605.0,429.7142857142857
20026,2023-09-06,594.0,442.14285714285717
20026,2023-09-07,557.0,446.57142857142856
20026,2023-09-08,178.0,446.14285714285717
20026,2023-09-09,0.0,446.0
20026,2023-09-10,591.0,445.85714285714283
20026,2023-09-11,641.0,452.2857142857143
20026,2023-09-12,578.0,448.42857142857144
20026,2023-09-13,578.0,446.14285714285717
20026,2023-09-14,535.0,443.0
20026,2023-09-15,187.0,444.2857142857143
20026,2023-09-16,0.0,444.2857142857143
20026,2023-09-17,15.0,362.0
20026,2023-09-18,554.0,349.57142857142856
20026,2023-09-19,605.0,353.42857142857144
20026,2023-09-20,547.0,349.0
20026,2023-09-21,498.0,343.7142857142857
20026,2023-09-22,160.0,339.85714285714283
20026,2023-09-23,0.0,339.85714285714283
20026,2023-09-24,101.0,352.14285714285717
20026,2023-09-25,12.0,274.7142857142857
20026,2023-09-26,571.0,269.85714285714283
20026,2023-09-27,569.0,273.0
20026,2023-09-28,546.0,279.85714285714283
20026,2023-09-29,158.0,279.57142857142856
20026,2023-09-30,0.0,279.57142857142856
20026,2023-10-01,426.0,326.0
20026,2023-10-02,463.0,390.42857142857144
20026,2023-10-03,444.0,372.2857142857143
20026,2023-10-04,472.0,358.42857142857144
20026,2023-10-05,428.0,341.57142857142856
20026,2023-10-06,147.0,340.0
20026,2023-10-07,3.0,340.42857142857144
20026,2023-10-08,103.0,294.2857142857143
20026,2023-10-09,159.0,250.85714285714286
20026,2023-10-10,140.0,207.42857142857142
20026,2023-10-11,182.0,166.0
20026,2023-10-12,192.0,132.28571428571428
20026,2023-10-13,64.0,120.42857142857143
20026,2023-10-14,0.0,120.0
20026,2023-10-15,76.0,116.14285714285714
20026,2023-10-16,228.0,126.0
20026,2023-10-17,221.0,137.57142857142858
20026,2023-10-18,162.0,134.71428571428572
20026,2023-10-19,250.0,143.0
20026,2023-10-20,114.0,150.14285714285714
20026,2023-10-21,3.0,150.57142857142858
20026,2023-10-22,253.0,175.85714285714286
20026,2023-10-23,309.0,187.42857142857142
20026,2023-10-24,297.0,198.28571428571428
20026,2023-10-25,319.0,220.71428571428572
20026,2023-10-26,287.0,226.0
20026,2023-10-27,97.0,223.57142857142858
20026,2023-10-28,7.0,224.14285714285714
20026,2023-10-29,293.0,229.85714285714286
20026,2023-10-30,331.0,233.0
20026,2023-10-31,310.0,234.85714285714286
20026,2023-11-01,307.0,233.14285714285714
20026,2023-11-02,324.0,238.42857142857142
20026,2023-11-03,102.0,239.14285714285714
20026,2023-11-04,11.0,239.71428571428572
20026,2023-11-05,331.0,245.14285714285714
20026,2023-11-06,381.0,252.28571428571428
20026,2023-11-07,360.0,259.42857142857144
20026,2023-11-08,365.0,267.7142857142857
20026,2023-11-09,319.0,267.0
20026,2023-11-10,133.0,271.42857142857144
20026,2023-11-11,3.0,270.2857142857143
20026,2023-11-12,374.0,276.42857142857144
20026,2023-11-13,419.0,281.85714285714283
20026,2023-11-14,363.0,282.2857142857143
20026,2023-11-15,405.0,288.0
20026,2023-11-16,371.0,295.42857142857144
20026,2023-11-17,142.0,296.7142857142857
20026,2023-11-18,6.0,297.14285714285717
20026,2023-11-19,325.0,290.14285714285717
20026,2023-11-20,396.0,286.85714285714283
20026,2023-11-21,367.0,287.42857142857144
20026,2023-11-22,415.0,288.85714285714283
20026,2023-11-23,352.0,286.14285714285717
20026,2023-11-24,140.0,285.85714285714283
20026,2023-11-25,9.0,286.2857142857143
20026,2023-11-26,400.0,297.0
20026,2023-11-27,487.0,310.0
20026,2023-11-28,351.0,307.7142857142857
20026,2023-11-29,407.0,306.57142857142856
20026,2023-11-30,382.0,310.85714285714283
20026,2023-12-01,109.0,306.42857142857144
20026,2023-12-02,10.0,306.57142857142856
20026,2023-12-03,369.0,302.14285714285717
20026,2023-12-04,456.0,297.7142857142857
20026,2023-12-05,455.0,312.57142857142856
20026,2023-12-06,427.0,315.42857142857144
20026,2023-12-07,417.0,320.42857142857144
20026,2023-12-08,124.0,322.57142857142856
20026,2023-12-09,10.0,322.57142857142856
20026,2023-12-10,396.0,326.42857142857144
20026,2023-12-11,444.0,324.7142857142857
20026,2023-12-12,412.0,318.57142857142856
20026,2023-12-13,381.0,312.0
20026,2023-12-14,363.0,304.2857142857143
20026,2023-12-15,149.0,307.85714285714283
20026,2023-12-16,22.0,309.57142857142856
20026,2023-12-17,429.0,314.2857142857143
20026,2023-12-18,452.0,315.42857142857144
20026,2023-12-19,434.0,318.57142857142856
20026,2023-12-20,487.0,333.7142857142857
20026,2023-12-21,437.0,344.2857142857143
20026,2023-12-22,129.0,341.42857142857144
20026,2023-12-23,11.0,339.85714285714283
20026,2023-12-24,255.0,315.0
20026,2023-12-25,268.0,288.7142857142857
20026,2023-12-26,274.0,265.85714285714283
20026,2023-12-27,169.0,220.42857142857142
20026,2023-12-28,51.0,165.28571428571428
20026,2023-12-29,0.0,146.85714285714286
20026,2023-12-30,0.0,145.28571428571428
20026,2023-12-31,0.0,108.85714285714286
17038,2023-01-01,19451.0,19451.0
17038,2023-01-02,22261.0,20856.0
17038,2023-01-03,20513.0,20741.666666666668
17038,2023-01-04,22048.0,21068.25
17038,2023-01-05,23471.0,21548.8
17038,2023-01-06,1629.0,18228.833333333332
17038,2023-01-07,495.0,15695.42857142857
17038,2023-01-08,21279.0,15956.57142857143
17038,2023-01-09,21921.0,15908.0
17038,2023-01-10,21746.0,16084.142857142857
17038,2023-01-11,22934.0,16210.714285714286
17038,2023-01-12,22725.0,16104.142857142857
17038,2023-01-13,2362.0,16208.857142857143
17038,2023-01-14,506.0,16210.42857142857
17038,2023-01-15,20977.0,16167.285714285714
17038,2023-01-16,22117.0,16195.285714285714
17038,2023-01-17,21346.0,16138.142857142857
17038,2023-01-18,21625.0,15951.142857142857
17038,2023-01-19,21986.0,15845.57142857143
17038,2023-01-20,2235.0,15827.42857142857
17038,2023-01-21,1284.0,15938.57142857143
17038,2023-01-22,21362.0,15993.57142857143
17038,2023-01-23,21710.0,15935.42857142857
17038,2023-01-24,21172.0,15910.57142857143
17038,2023-01-25,20711.0,15780.0
17038,2023-01-26,22061.0,15790.714285714286
17038,2023-01-27,2205.0,15786.42857142857
17038,2023-01-28,861.0,15726.0
17038,2023-01-29,21093.0,15687.57142857143
17038,2023-01-30,21214.0,15616.714285714286
17038,2023-01-31,18607.0,15250.285714285714
17038,2023-02-01,18644.0,14955.0
17038,2023-02-02,21104.0,14818.285714285714
17038,2023-02-03,1996.0,14788.42857142857
17038,2023-02-04,461.0,14731.285714285714
17038,2023-02-05,20203.0,14604.142857142857
17038,2023-02-06,18954.0,14281.285714285714
17038,2023-02-07,16040.0,13914.57142857143
17038,2023-02-08,18619.0,13911.0
17038,2023-02-09,20854.0,13875.285714285714
17038,2023-02-10,2441.0,13938.857142857143
17038,2023-02-11,1196.0,14043.857142857143
17038,2023-02-12,20459.0,14080.42857142857
17038,2023-02-13,23972.0,14797.285714285714
17038,2023-02-14,20613.0,15450.57142857143
17038,2023-02-15,20810.0,15763.57142857143
17038,2023-02-16,21107.0,15799.714285714286
17038,2023-02-17,3270.0,15918.142857142857
17038,2023-02-18,869.0,15871.42857142857
17038,2023-02-19,20908.0,15935.57142857143
17038,2023-02-20,22975.0,15793.142857142857
17038,2023-02-21,21425.0,15909.142857142857
17038,2023-02-22,21339.0,15984.714285714286
17038,2023-02-23,21285.0,16010.142857142857
17038,2023-02-24,4750.0,16221.57142857143
17038,2023-02-25,1231.0,16273.285714285714
17038,2023-02-26,21010.0,16287.857142857143
17038,2023-02-27,21973.0,16144.714285714286
17038,2023-02-28,21755.0,16191.857142857143
17038,2023-03-01,23216.0,16460.0
17038,2023-03-02,22648.0,16654.714285714286
17038,2023-03-03,3418.0,16464.428571428572
17038,2023-03-04,1068.0,16441.14285714286
17038,2023-03-05,21594.0,16524.571428571428
17038,2023-03-06,20584.0,16326.142857142857
17038,2023-03-07,15687.0,15459.285714285714
17038,2023-03-08,22639.0,15376.857142857143
17038,2023-03-09,24058.0,15578.285714285714
17038,2023-03-10,3533.0,15594.714285714286
17038,2023-03-11,943.0,15576.857142857143
17038,2023-03-12,22409.0,15693.285714285714
17038,2023-03-13,23061.0,16047.142857142857
17038,2023-03-14,21105.0,16821.14285714286
17038,2023-03-15,21980.0,16727.0
17038,2023-03-16,26174.0,17029.285714285714
17038,2023-03-17,3526.0,17028.285714285714
17038,2023-03-18,896.0,17021.571428571428
17038,2023-03-19,21367.0,16872.714285714286
17038,2023-03-20,21769.0,16688.14285714286
17038,2023-03-21,22248.0,16851.428571428572
17038,2023-03-22,23169.0,17021.285714285714
17038,2023-03-23,24531.0,16786.571428571428
17038,2023-03-24,3212.0,16741.714285714286
17038,2023-03-25,928.0,16746.285714285714
17038,2023-03-26,22536.0,16913.285714285714
17038,2023-03-27,28772.0,17913.714285714286
17038,2023-03-28,21225.0,17767.571428571428
17038,2023-03-29,22285.0,17641.285714285714
17038,2023-03-30,23732.0,17527.14285714286
17038,2023-03-31,3820.0,17614.0
17038,2023-04-01,595.0,17566.428571428572
17038,2023-04-02,21436.0,17409.285714285714
17038,2023-04-03,21275.0,16338.285714285714
17038,2023-04-04,19741.0,16126.285714285714
17038,2023-04-05,5535.0,13733.42857142857
17038,2023-04-06,366.0,10395.42857142857
17038,2023-04-07,2385.0,10190.42857142857
17038,2023-04-08,515.0,10179.0
17038,2023-04-09,13033.0,8978.57142857143
17038,2023-04-10,14374.0,7992.714285714285
17038,2023-04-11,4662.0,5838.571428571428
17038,2023-04-12,315.0,5092.857142857143
17038,2023-04-13,16612.0,7413.714285714285
17038,2023-04-14,2911.0,7488.857142857143
17038,2023-04-15,724.0,7518.714285714285
17038,2023-04-16,22326.0,8846.285714285714
17038,2023-04-17,23177.0,10103.857142857143
17038,2023-04-18,21622.0,12526.714285714286
17038,2023-04-19,23019.0,15770.142857142857
17038,2023-04-20,23254.0,16719.0
17038,2023-04-21,3961.0,16869.0
17038,2023-04-22,815.0,16882.0
17038,2023-04-23,23103.0,16993.0
17038,2023-04-24,24439.0,17173.285714285714
17038,2023-04-25,13000.0,15941.57142857143
17038,2023-04-26,7406.0,13711.142857142857
17038,2023-04-27,23632.0,13765.142857142857
17038,2023-04-28,3490.0,13697.857142857143
17038,2023-04-29,1014.0,13726.285714285714
17038,2023-04-30,22393.0,13624.857142857143
17038,2023-05-01,23308.0,13463.285714285714
17038,2023-05-02,22538.0,14825.857142857143
17038,2023-05-03,24111.0,17212.285714285714
17038,2023-05-04,23991.0,17263.571428571428
17038,2023-05-05,4229.0,17369.14285714286
17038,2023-05-06,919.0,17355.571428571428
17038,2023-05-07,22324.0,17345.714285714286
17038,2023-05-08,23582.0,17384.85714285714
17038,2023-05-09,20091.0,17035.285714285714
17038,2023-05-10,18730.0,16266.57142857143
17038,2023-05-11,19007.0,15554.57142857143
17038,2023-05-12,3492.0,15449.285714285714
17038,2023-05-13,427.0,15379.0
17038,2023-05-14,21424.0,15250.42857142857
17038,2023-05-15,22872.0,15149.0
17038,2023-05-16,22831.0,15540.42857142857
17038,2023-05-17,23391.0,16206.285714285714
17038,2023-05-18,23423.0,16837.14285714286
17038,2023-05-19,4062.0,16918.571428571428
17038,2023-05-20,744.0,16963.85714285714
17038,2023-05-21,23109.0,17204.571428571428
17038,2023-05-22,23415.0,17282.14285714286
17038,2023-05-23,23183.0,17332.428571428572
17038,2023-05-24,24649.0,17512.14285714286
17038,2023-05-25,6968.0,15161.42857142857
17038,2023-05-26,0.0,14581.142857142857
17038,2023-05-27,993.0,14616.714285714286
17038,2023-05-28,22430.0,14519.714285714286
17038,2023-05-29,23404.0,14518.142857142857
17038,2023-05-30,30912.0,15622.285714285714
17038,2023-05-31,22915.0,15374.57142857143
17038,2023-06-01,23809.0,17780.428571428572
17038,2023-06-02,3082.0,18220.714285714286
17038,2023-06-03,303.0,18122.14285714286
17038,2023-06-04,22608.0,18147.571428571428
17038,2023-06-05,23680.0,18187.0
17038,2023-06-06,23187.0,17083.428571428572
17038,2023-06-07,22925.0,17084.85714285714
17038,2023-06-08,23515.0,17042.85714285714
17038,2023-06-09,4706.0,17274.85714285714
17038,2023-06-10,545.0,17309.428571428572
17038,2023-06-11,22938.0,17356.571428571428
17038,2023-06-12,24639.0,17493.571428571428
17038,2023-06-13,23149.0,17488.14285714286
17038,2023-06-14,23648.0,17591.428571428572
17038,2023-06-15,23522.0,17592.428571428572
17038,2023-06-16,3820.0,17465.85714285714
17038,2023-06-17,399.0,17445.0
17038,2023-06-18,22846.0,17431.85714285714
17038,2023-06-19,22711.0,17156.428571428572
17038,2023-06-20,23090.0,17148.0
17038,2023-06-21,23463.0,17121.571428571428
17038,2023-06-22,23426.0,17107.85714285714
17038,2023-06-23,4239.0,17167.714285714286
17038,2023-06-24,444.0,17174.14285714286
17038,2023-06-25,22844.0,17173.85714285714
17038,2023-06-26,23163.0,17238.428571428572
17038,2023-06-27,22036.0,17087.85714285714
17038,2023-06-28,22647.0,16971.285714285714
17038,2023-06-29,22374.0,16821.0
17038,2023-06-30,4296.0,16829.14285714286
17038,2023-07-01,583.0,16849.0
17038,2023-07-02,15006.0,15729.285714285714
17038,2023-07-03,24649.0,15941.57142857143
17038,2023-07-04,22744.0,16042.714285714286
17038,2023-07-05,23643.0,16185.0
17038,2023-07-06,21745.0,16095.142857142857
17038,2023-07-07,4082.0,16064.57142857143
17038,2023-07-08,443.0,16044.57142857143
17038,2023-07-09,22200.0,17072.285714285714
17038,2023-07-10,24138.0,16999.285714285714
17038,2023-07-11,24437.0,17241.14285714286
17038,2023-07-12,23988.0,17290.428571428572
17038,2023-07-13,23238.0,17503.714285714286
17038,2023-07-14,3913.0,17479.571428571428
17038,2023-07-15,515.0,17489.85714285714
17038,2023-07-16,22180.0,17487.0
17038,2023-07-17,20242.0,16930.428571428572
17038,2023-07-18,23038.0,16730.571428571428
17038,2023-07-19,23597.0,16674.714285714286
17038,2023-07-20,23746.0,16747.285714285714
17038,2023-07-21,4278.0,16799.428571428572
17038,2023-07-22,109.0,16741.428571428572
17038,2023-07-23,29899.0,17844.14285714286
17038,2023-07-24,25355.0,18574.571428571428
17038,2023-07-25,21574.0,18365.428571428572
17038,2023-07-26,20784.0,17963.571428571428
17038,2023-07-27,15491.0,16784.285714285714
17038,2023-07-28,3668.0,16697.14285714286
17038,2023-07-29,2.0,16681.85714285714
17038,2023-07-30,21233.0,15443.857142857143
17038,2023-07-31,22659.0,15058.714285714286
17038,2023-08-01,21833.0,15095.714285714286
17038,2023-08-02,22574.0,15351.42857142857
17038,2023-08-03,21992.0,16280.142857142857
17038,2023-08-04,3327.0,16231.42857142857
17038,2023-08-05,3.0,16231.57142857143
17038,2023-08-06,21361.0,16249.857142857143
17038,2023-08-07,21825.0,16130.714285714286
17038,2023-08-08,21712.0,16113.42857142857
17038,2023-08-09,23187.0,16201.0
17038,2023-08-10,23474.0,16412.714285714286
17038,2023-08-11,4509.0,16581.571428571428
17038,2023-08-12,321.0,16627.0
17038,2023-08-13,21421.0,16635.571428571428
17038,2023-08-14,22122.0,16678.0
17038,2023-08-15,22546.0,16797.14285714286
17038,2023-08-16,21871.0,16609.14285714286
17038,2023-08-17,21940.0,16390.0
17038,2023-08-18,3832.0,16293.285714285714
17038,2023-08-19,479.0,16315.857142857143
17038,2023-08-20,21128.0,16274.0
17038,2023-08-21,25875.0,16810.14285714286
17038,2023-08-22,21677.0,16686.0
17038,2023-08-23,24661.0,17084.571428571428
17038,2023-08-24,22722.0,17196.285714285714
17038,2023-08-25,5013.0,17365.0
17038,2023-08-26,433.0,17358.428571428572
17038,2023-08-27,23273.0,17664.85714285714
17038,2023-08-28,23369.0,17306.85714285714
17038,2023-08-29,22951.0,17488.85714285714
17038,2023-08-30,23869.0,17375.714285714286
17038,2023-08-31,22105.0,17287.571428571428
17038,2023-09-01,4421.0,17203.0
17038,2023-09-02,434.0,17203.14285714286
17038,2023-09-03,22246.0,17056.428571428572
17038,2023-09-04,23521.0,17078.14285714286
17038,2023-09-05,22295.0,16984.428571428572
17038,2023-09-06,23592.0,16944.85714285714
17038,2023-09-07,24760.0,17324.14285714286
17038,2023-09-08,4727.0,17367.85714285714
17038,2023-09-09,367.0,17358.285714285714
17038,2023-09-10,23699.0,17565.85714285714
17038,2023-09-11,24978.0,17774.0
17038,2023-09-12,22456.0,17797.0
17038,2023-09-13,23332.0,17759.85714285714
17038,2023-09-14,23351.0,17558.571428571428
17038,2023-09-15,5322.0,17643.571428571428
17038,2023-09-16,5.0,17591.85714285714
17038,2023-09-17,526.0,14281.42857142857
17038,2023-09-18,23514.0,14072.285714285714
17038,2023-09-19,22986.0,14148.0
17038,2023-09-20,23285.0,14141.285714285714
17038,2023-09-21,24173.0,14258.714285714286
17038,2023-09-22,5010.0,14214.142857142857
17038,2023-09-23,534.0,14289.714285714286
17038,2023-09-24,2749.0,14607.285714285714
17038,2023-09-25,1.0,11248.285714285714
17038,2023-09-26,19292.0,10720.57142857143
17038,2023-09-27,22691.0,10635.714285714286
17038,2023-09-28,22761.0,10434.0
17038,2023-09-29,4936.0,10423.42857142857
17038,2023-09-30,375.0,10400.714285714286
